,_id,timestamp,xAngle,yAngle
33,572513f9ceda168d8a4a0b85,1356998781830,7.937,-12.206
34,572513f9ceda168d8a4a0b86,1356998782349,8.118,-12.382
35,572513f9ceda168d8a4a0b87,1356998782860,8.047,-12.519
36,572513f9ceda168d8a4a0b88,1356998783370,7.939,-12.455
37,572513f9ceda168d8a4a0b89,1356998783876,7.682,-12.065
38,572513f9ceda168d8a4a0b8a,1356998784387,8.326,-12.692
39,572513f9ceda168d8a4a0b8b,1356998784898,7.999,-12.627
40,572513f9ceda168d8a4a0b8c,1356998785405,8.465,-12.487
41,572513f9ceda168d8a4a0b8d,1356998785913,8.069,-12.35
42,572513f9ceda168d8a4a0b8e,1356998786421,8.409,-12.627
43,572513f9ceda168d8a4a0b8f,1356998786927,7.799,-12.469
44,572513f9ceda168d8a4a0b90,1356998787433,8.216,-12.451
45,572513f9ceda168d8a4a0b91,1356998787939,8.082,-12.454
46,572513f9ceda168d8a4a0b92,1356998788445,7.903,-12.648
47,572513f9ceda168d8a4a0b93,1356998788957,8.245,-12.392
48,572513f9ceda168d8a4a0b94,1356998789467,8.111,-12.262
49,572513f9ceda168d8a4a0b95,1356998789974,7.4,-12.367
50,572513f9ceda168d8a4a0b96,1356998790482,8.117,-12.64
51,572513f9ceda168d8a4a0b97,1356998790990,8.114,-12.755
52,572513f9ceda168d8a4a0b98,1356998791497,7.886,-12.481
53,572513f9ceda168d8a4a0b99,1356998792003,8.287,-12.699
54,572513f9ceda168d8a4a0b9a,1356998792509,8.327,-12.393
55,572513f9ceda168d8a4a0b9b,1356998793014,7.8,-12.554
56,572513f9ceda168d8a4a0b9c,1356998793520,8.177,-12.37
57,572513f9ceda168d8a4a0b9d,1356998794026,7.904,-12.812
58,572513f9ceda168d8a4a0b9e,1356998794530,8.787,-12.554
59,572513f9ceda168d8a4a0b9f,1356998795036,7.971,-12.21
60,572513f9ceda168d8a4a0ba0,1356998795541,8.285,-12.03
61,572513f9ceda168d8a4a0ba1,1356998796045,8.201,-12.422
62,572513f9ceda168d8a4a0ba2,1356998796551,8.011,-12.572
63,572513f9ceda168d8a4a0ba3,1356998797057,8.065,-12.39
64,572513f9ceda168d8a4a0ba4,1356998797564,7.894,-12.744
65,572513f9ceda168d8a4a0ba5,1356998798068,8.337,-12.577
66,572513f9ceda168d8a4a0ba6,1356998798572,8.32,-12.829
67,572513f9ceda168d8a4a0ba7,1356998799078,8.049,-12.022
68,572513f9ceda168d8a4a0ba8,1356998799584,8.083,-12.345
69,572513f9ceda168d8a4a0ba9,1356998800090,7.757,-12.687
70,572513f9ceda168d8a4a0baa,1356998800599,7.993,-12.403
71,572513f9ceda168d8a4a0bab,1356998801103,9.077,-12.506
72,572513f9ceda168d8a4a0bac,1356998801607,7.792,-12.797
73,572513f9ceda168d8a4a0bad,1356998802113,8.222,-12.489
74,572513f9ceda168d8a4a0bae,1356998802619,8.012,-12.178
75,572513f9ceda168d8a4a0baf,1356998803125,9.13,-12.356
76,572513f9ceda168d8a4a0bb0,1356998803637,8.405,-12.74
77,572513f9ceda168d8a4a0bb1,1356998804142,8.305,-12.637
78,572513f9ceda168d8a4a0bb2,1356998804646,7.805,-12.587
79,572513f9ceda168d8a4a0bb3,1356998805153,7.943,-12.651
80,572513f9ceda168d8a4a0bb4,1356998805657,8.001,-12.549
81,572513f9ceda168d8a4a0bb5,1356998806163,7.88,-12.761
82,572513f9ceda168d8a4a0bb6,1356998806669,8.216,-12.216
83,572513f9ceda168d8a4a0bb7,1356998807175,8.004,-12.642
84,572513f9ceda168d8a4a0bb8,1356998807681,8.197,-12.268
85,572513f9ceda168d8a4a0bb9,1356998808187,8.144,-12.663
86,572513f9ceda168d8a4a0bba,1356998808693,8.256,-12.299
87,572513f9ceda168d8a4a0bbb,1356998809199,8.141,-12.532
88,572513f9ceda168d8a4a0bbc,1356998809705,8.178,-12.152
89,572513f9ceda168d8a4a0bbd,1356998810211,8.678,-12.487
90,572513f9ceda168d8a4a0bbe,1356998810716,8.083,-12.759
91,572513f9ceda168d8a4a0bbf,1356998811225,9.143,-12.671
92,572513f9ceda168d8a4a0bc0,1356998811729,8.254,-12.787
93,572513f9ceda168d8a4a0bc1,1356998812235,8.082,-12.137
94,572513f9ceda168d8a4a0bc2,1356998812741,8.058,-12.796
95,572513f9ceda168d8a4a0bc3,1356998813247,8.053,-12.655
96,572513f9ceda168d8a4a0bc4,1356998886976,6.322,-11.887
97,572513f9ceda168d8a4a0bc5,1356998887497,6.624,-11.978
98,572513f9ceda168d8a4a0bc6,1356998888010,6.77,-11.81
99,572513f9ceda168d8a4a0bc7,1356998888516,6.769,-11.981
100,572513f9ceda168d8a4a0bc8,1356998889023,7.048,-12.772
101,572513f9ceda168d8a4a0bc9,1356998889531,6.642,-11.762
102,572513f9ceda168d8a4a0bca,1356998890041,7.21,-11.713
103,572513f9ceda168d8a4a0bcb,1356998890549,7.307,-11.774
104,572513f9ceda168d8a4a0bcc,1356998891057,7.089,-11.174
105,572513f9ceda168d8a4a0bcd,1356998891564,7.297,-11.664
106,572513f9ceda168d8a4a0bce,1356998892070,7.198,-11.915
107,572513f9ceda168d8a4a0bcf,1356998892576,7.339,-11.743
108,572513f9ceda168d8a4a0bd0,1356998893082,7.257,-11.671
109,572513f9ceda168d8a4a0bd1,1356998893601,8.17,-12.44
110,572513f9ceda168d8a4a0bd2,1356998894105,7.768,-11.398
111,572513f9ceda168d8a4a0bd3,1356998894611,7.947,-11.6
112,572513f9ceda168d8a4a0bd4,1356998895118,7.381,-11.843
113,572513f9ceda168d8a4a0bd5,1356998895624,7.504,-11.71
114,572513f9ceda168d8a4a0bd6,1356998896128,7.813,-11.824
115,572513f9ceda168d8a4a0bd7,1356998896636,7.114,-11.864
116,572513f9ceda168d8a4a0bd8,1356998897649,7.564,-11.657
117,572513f9ceda168d8a4a0bd9,1356998897142,7.735,-11.994
118,572513f9ceda168d8a4a0bda,1356998898153,7.561,-11.783
119,572513f9ceda168d8a4a0bdb,1356998898659,7.391,-11.886
120,572513f9ceda168d8a4a0bdc,1356998899171,7.654,-11.518
121,572513f9ceda168d8a4a0bdd,1356998899677,7.443,-11.617
122,572513f9ceda168d8a4a0bde,1356998900183,7.844,-11.717
123,572513f9ceda168d8a4a0bdf,1356998900689,7.365,-11.496
124,572513f9ceda168d8a4a0be0,1356998901193,7.675,-11.527
125,572513f9ceda168d8a4a0be1,1356998901701,7.272,-11.088
126,572513f9ceda168d8a4a0be2,1356998902207,6.967,-12.915
127,572513f9ceda168d8a4a0be3,1356998902712,7.363,-11.522
128,572513f9ceda168d8a4a0be4,1356998903218,6.973,-12.102
129,572513f9ceda168d8a4a0be5,1356998903724,7.417,-11.884
130,572513f9ceda168d8a4a0be6,1356998904230,7.707,-12.237
131,572513f9ceda168d8a4a0be7,1356998904737,7.416,-12.374
132,572513f9ceda168d8a4a0be8,1356998905246,7.085,-12.14
133,572513f9ceda168d8a4a0be9,1356998905753,7.441,-11.862
134,572513f9ceda168d8a4a0bea,1356998906259,8.062,-11.668
135,572513f9ceda168d8a4a0beb,1356998906766,7.732,-11.731
136,572513f9ceda168d8a4a0bec,1356998907272,7.038,-11.837
137,572513f9ceda168d8a4a0bed,1356998907778,7.99,-12.056
138,572513f9ceda168d8a4a0bee,1356998908285,7.044,-12.169
139,572513f9ceda168d8a4a0bef,1356998908789,7.479,-12.03
140,572513f9ceda168d8a4a0bf0,1356998909295,7.676,-11.872
141,572513f9ceda168d8a4a0bf1,1356998909801,7.877,-11.9
142,572513f9ceda168d8a4a0bf2,1356998910307,7.693,-11.641
143,572513f9ceda168d8a4a0bf3,1356998910813,7.752,-11.331
144,572513f9ceda168d8a4a0bf4,1356998911319,7.168,-11.499
145,572513f9ceda168d8a4a0bf5,1356998911825,7.327,-11.85
146,572513f9ceda168d8a4a0bf6,1356998912331,7.668,-11.832
147,572513f9ceda168d8a4a0bf7,1356998912837,8.213,-12.03
148,572513f9ceda168d8a4a0bf8,1356998913343,7.29,-11.589
149,572513f9ceda168d8a4a0bf9,1356998913849,7.762,-11.806
150,572513f9ceda168d8a4a0bfa,1356998914355,7.175,-12.852
151,572513f9ceda168d8a4a0bfb,1356998914859,7.729,-11.77
152,572513f9ceda168d8a4a0bfc,1356998915363,8.196,-12.721
153,572513f9ceda168d8a4a0bfd,1356998915869,7.523,-11.618
154,572513f9ceda168d8a4a0bfe,1356998916376,7.462,-11.496
155,572513f9ceda168d8a4a0bff,1356998916881,7.563,-11.845
156,572513f9ceda168d8a4a0c00,1356998917386,7.521,-12.571
157,572513f9ceda168d8a4a0c01,1356998917892,7.743,-11.579
158,572513f9ceda168d8a4a0c02,1356998918398,7.21,-11.435
159,572513f9ceda168d8a4a0c03,1356998918904,7.82,-12.194
160,572513f9ceda168d8a4a0c04,1356998919411,7.621,-10.627
161,572513f9ceda168d8a4a0c05,1356998919920,6.75,-11.881
162,572513f9ceda168d8a4a0c06,1356998920427,7.101,-12.619
163,572513f9ceda168d8a4a0c07,1356998920931,7.294,-13.902
164,572513f9ceda168d8a4a0c08,1356998921437,4.688,-6.125
165,572513f9ceda168d8a4a0c09,1356998921943,6.562,-12.561
166,572513f9ceda168d8a4a0c0a,1356998922449,7.478,-12.414
167,572513f9ceda168d8a4a0c0b,1356998922955,7.68,-11.951
168,572513f9ceda168d8a4a0c0c,1356998923461,7.705,-12.107
169,572513f9ceda168d8a4a0c0d,1356998923967,7.969,-12.069
170,572513f9ceda168d8a4a0c0e,1356998924475,7.593,-11.889
171,572513f9ceda168d8a4a0c0f,1356998924984,7.6,-11.875
172,572513f9ceda168d8a4a0c10,1356998925488,7.606,-11.729
173,572513f9ceda168d8a4a0c11,1356998925992,7.566,-12.048
174,572513f9ceda168d8a4a0c12,1356998926498,7.755,-12.058
175,572513f9ceda168d8a4a0c13,1356998927004,7.415,-12.03
176,572513f9ceda168d8a4a0c14,1356998927510,7.644,-12.044
177,572513f9ceda168d8a4a0c15,1356998928016,5.82,-4.764
178,572513f9ceda168d8a4a0c16,1356998928522,7.528,-12.534
179,572513f9ceda168d8a4a0c17,1356998929028,7.621,-11.983
180,572513f9ceda168d8a4a0c18,1356998929532,7.8,-11.54
181,572513f9ceda168d8a4a0c19,1356998930036,6.241,-13.353
182,572513f9ceda168d8a4a0c1a,1356998930540,8.049,-12.539
183,572513f9ceda168d8a4a0c1b,1356998931047,6.719,-12.066
184,572513f9ceda168d8a4a0c1c,1356998931555,7.466,-11.785
185,572513f9ceda168d8a4a0c1d,1356998932059,7.931,-12.055
186,572513f9ceda168d8a4a0c1e,1356998932564,7.816,-13.277
187,572513f9ceda168d8a4a0c1f,1356998933068,7.615,-12.034
188,572513f9ceda168d8a4a0c20,1356998933574,7.554,-12.023
189,572513f9ceda168d8a4a0c21,1356998934080,7.589,-12.042
190,572513f9ceda168d8a4a0c22,1356998934587,7.623,-11.631
191,572513f9ceda168d8a4a0c23,1356998935091,6.606,-11.439
192,572513f9ceda168d8a4a0c24,1356998935597,8.32,-12.801
193,572513f9ceda168d8a4a0c25,1356998936104,8.127,-8.546
194,572513f9ceda168d8a4a0c26,1356998936615,8.891,-11.22
195,572513f9ceda168d8a4a0c27,1356998937119,5.825,-11.901
196,572513f9ceda168d8a4a0c28,1356998937625,7.7,-11.688
197,572513f9ceda168d8a4a0c29,1356998938131,7.792,-12.411
198,572513f9ceda168d8a4a0c2a,1356998938637,7.299,-10.503
199,572513f9ceda168d8a4a0c2b,1356998939141,8.057,-11.525
200,572513f9ceda168d8a4a0c2c,1356998939647,9.122,-12.091
201,572513f9ceda168d8a4a0c2d,1356998940151,6.022,-11.794
202,572513f9ceda168d8a4a0c2e,1356998940656,6.374,-11.542
203,572513f9ceda168d8a4a0c2f,1356998941161,7.971,-11.159
204,572513f9ceda168d8a4a0c30,1356998941670,8.894,-15.639
205,572513f9ceda168d8a4a0c31,1356998942174,7.791,-11.961
206,572513f9ceda168d8a4a0c32,1356998942680,7.511,-11.665
207,572513f9ceda168d8a4a0c33,1356998943186,7.575,-11.827
208,572513f9ceda168d8a4a0c34,1356998943692,7.739,-11.449
209,572513f9ceda168d8a4a0c35,1356998944198,7.872,-11.476
210,572513f9ceda168d8a4a0c36,1356998944704,7.807,-12.145
211,572513f9ceda168d8a4a0c37,1356998945210,7.935,-11.586
212,572513f9ceda168d8a4a0c38,1356998945716,7.693,-11.692
213,572513f9ceda168d8a4a0c39,1356998946220,7.802,-11.704
214,572513f9ceda168d8a4a0c3a,1356998946726,7.707,-11.78
215,572513f9ceda168d8a4a0c3b,1356998947234,8.586,-10.837
216,572513f9ceda168d8a4a0c3c,1356998947738,9.779,-13.579
217,572513f9ceda168d8a4a0c3d,1356998948242,8.121,-12.539
218,572513f9ceda168d8a4a0c3e,1356998948748,7.429,-9.326
219,572513f9ceda168d8a4a0c3f,1356998949254,7.462,-8.856
220,572513f9ceda168d8a4a0c40,1356998949760,8.743,-10.908
221,572513f9ceda168d8a4a0c41,1356998950266,10.244,-9.507
222,572513f9ceda168d8a4a0c42,1356998950772,10.328,-12.071
223,572513f9ceda168d8a4a0c43,1356998951279,15.269,-13.534
224,572513f9ceda168d8a4a0c44,1356998951783,14.024,-9.703
225,572513f9ceda168d8a4a0c45,1356998952287,-0.973,-10.71
226,572513f9ceda168d8a4a0c46,1356998952794,0.454,-12.433
227,572513f9ceda168d8a4a0c47,1356998953302,-2.391,-9.34
228,572513f9ceda168d8a4a0c48,1356998953814,4.294,-7.219
229,572513f9ceda168d8a4a0c49,1356998954319,10.637,-11.51
230,572513f9ceda168d8a4a0c4a,1356998954826,10.436,-14.497
231,572513f9ceda168d8a4a0c4b,1356998955834,9.26,-12.338
232,572513f9ceda168d8a4a0c4c,1356998955330,10.758,-12.246
233,572513f9ceda168d8a4a0c4d,1356998956339,8.541,-11.553
234,572513f9ceda168d8a4a0c4e,1356998956845,7.012,-10.252
235,572513f9ceda168d8a4a0c4f,1356998957351,7.465,-12.165
236,572513f9ceda168d8a4a0c50,1356998957857,7.504,-12.19
237,572513f9ceda168d8a4a0c51,1356998958361,8.161,-12.273
238,572513f9ceda168d8a4a0c52,1356998958867,7.411,-12.159
239,572513f9ceda168d8a4a0c53,1356998959373,7.492,-12.445
240,572513f9ceda168d8a4a0c54,1356998959879,7.354,-12.347
241,572513f9ceda168d8a4a0c55,1356998960385,7.685,-12.416
242,572513f9ceda168d8a4a0c56,1356998960891,7.281,-12.194
243,572513f9ceda168d8a4a0c57,1356998961395,7.754,-12.121
244,572513f9ceda168d8a4a0c58,1356998961901,7.213,-12.06
245,572513f9ceda168d8a4a0c59,1356998962407,7.52,-12.424
246,572513f9ceda168d8a4a0c5a,1356998962913,7.467,-11.686
247,572513f9ceda168d8a4a0c5b,1356998963417,7.774,-12.154
248,572513f9ceda168d8a4a0c5c,1356998963922,7.627,-12.208
249,572513f9ceda168d8a4a0c5d,1356998964426,7.681,-12.211
250,572513f9ceda168d8a4a0c5e,1356998964932,7.716,-12.114
251,572513f9ceda168d8a4a0c5f,1356998965438,9.032,-11.936
252,572513f9ceda168d8a4a0c60,1356998965944,7.638,-11.135
253,572513f9ceda168d8a4a0c61,1356998966449,7.804,-12.603
254,572513f9ceda168d8a4a0c62,1356998966955,7.457,-12.237
255,572513f9ceda168d8a4a0c63,1356998967461,7.5,-12.218
256,572513f9ceda168d8a4a0c64,1356998967965,7.288,-12.367
257,572513f9ceda168d8a4a0c65,1356998968472,7.395,-12.24
258,572513f9ceda168d8a4a0c66,1356998968976,7.808,-12.203
259,572513f9ceda168d8a4a0c67,1356998969482,7.469,-12.028
260,572513f9ceda168d8a4a0c68,1356998969988,7.666,-12.478
261,572513f9ceda168d8a4a0c69,1356998970492,7.363,-12.124
262,572513f9ceda168d8a4a0c6a,1356998970997,7.482,-12.102
263,572513f9ceda168d8a4a0c6b,1356998971503,7.487,-12.197
264,572513f9ceda168d8a4a0c6c,1356998972009,8.102,-12.19
265,572513f9ceda168d8a4a0c6d,1356998972514,7.568,-12.393
266,572513f9ceda168d8a4a0c6e,1356998973018,7.587,-12.221
267,572513f9ceda168d8a4a0c6f,1356998973524,7.646,-12.939
268,572513f9ceda168d8a4a0c70,1356998974030,7.785,-12.022
269,572513f9ceda168d8a4a0c71,1356998974534,7.407,-12.446
270,572513f9ceda168d8a4a0c72,1356998975037,7.68,-12.187
271,572513f9ceda168d8a4a0c73,1356998975543,7.508,-12.223
272,572513f9ceda168d8a4a0c74,1356998976047,7.722,-12.043
273,572513f9ceda168d8a4a0c75,1356998976553,7.751,-11.972
274,572513f9ceda168d8a4a0c76,1356998977565,7.7,-12.38
275,572513f9ceda168d8a4a0c77,1356998977059,7.821,-12.402
276,572513f9ceda168d8a4a0c78,1356998978069,7.605,-12.409
277,572513f9ceda168d8a4a0c79,1356998978573,7.724,-12.459
278,572513f9ceda168d8a4a0c7a,1356998979076,7.609,-12.22
279,572513f9ceda168d8a4a0c7b,1356998979581,7.563,-12.254
280,572513f9ceda168d8a4a0c7c,1356998980086,7.47,-12.445
281,572513f9ceda168d8a4a0c7d,1356998980592,7.763,-12.177
282,572513f9ceda168d8a4a0c7e,1356998981098,7.404,-11.949
283,572513f9ceda168d8a4a0c7f,1356998981604,7.422,-12.214
284,572513f9ceda168d8a4a0c80,1356998982109,7.877,-12.166
285,572513f9ceda168d8a4a0c81,1356998982613,7.653,-12.177
286,572513f9ceda168d8a4a0c82,1356998983120,7.837,-12.413
287,572513f9ceda168d8a4a0c83,1356998983624,7.325,-12.162
288,572513f9ceda168d8a4a0c84,1356998984129,7.976,-12.364
289,572513f9ceda168d8a4a0c85,1356998984635,6.64,-12.691
290,572513f9ceda168d8a4a0c86,1356998985141,7.799,-11.292
291,572513f9ceda168d8a4a0c87,1356998985647,7.598,-12.001
292,572513f9ceda168d8a4a0c88,1356998986151,7.72,-12.323
293,572513f9ceda168d8a4a0c89,1356998986658,7.614,-12.176
294,572513f9ceda168d8a4a0c8a,1356998987162,7.739,-12.504
295,572513f9ceda168d8a4a0c8b,1356998987668,7.836,-11.75
296,572513f9ceda168d8a4a0c8c,1356998988174,7.454,-12.482
297,572513f9ceda168d8a4a0c8d,1356998988680,7.561,-12.171
298,572513f9ceda168d8a4a0c8e,1356998989186,7.789,-12.291
299,572513f9ceda168d8a4a0c8f,1356998989692,7.292,-13.274
300,572513f9ceda168d8a4a0c90,1356998990198,7.892,-12.223
301,572513f9ceda168d8a4a0c91,1356998990703,7.615,-11.451
302,572513f9ceda168d8a4a0c92,1356998991209,7.425,-12.643
303,572513f9ceda168d8a4a0c93,1356998991715,7.531,-13.184
304,572513f9ceda168d8a4a0c94,1356998992219,7.071,-12.881
305,572513f9ceda168d8a4a0c95,1356998992725,7.595,-12.783
306,572513f9ceda168d8a4a0c96,1356998993231,8.757,-12.952
307,572513f9ceda168d8a4a0c97,1356998993737,8.256,-12.751
308,572513f9ceda168d8a4a0c98,1356998994243,8.086,-11.479
309,572513f9ceda168d8a4a0c99,1356998994748,7.099,-12.527
310,572513f9ceda168d8a4a0c9a,1356998995252,4.934,-4.421
311,572513f9ceda168d8a4a0c9b,1356998995759,2.557,4.848
312,572513f9ceda168d8a4a0c9c,1356998996264,3.789,7.243
313,572513f9ceda168d8a4a0c9d,1356998996769,6.873,0.363
314,572513f9ceda168d8a4a0c9e,1356998997274,6.651,-0.547
315,572513f9ceda168d8a4a0c9f,1356998997780,8.171,-4.613
316,572513f9ceda168d8a4a0ca0,1356998998287,8.586,-6.37
317,572513f9ceda168d8a4a0ca1,1356998998791,7.513,-6.181
318,572513f9ceda168d8a4a0ca2,1356998999297,8.034,-4.581
319,572513f9ceda168d8a4a0ca3,1356998999801,7.734,-7.079
320,572513f9ceda168d8a4a0ca4,1356999000307,8.006,-6.824
321,572513f9ceda168d8a4a0ca5,1356999000813,8.139,-6.701
322,572513f9ceda168d8a4a0ca6,1356999001319,8.279,-7.415
323,572513f9ceda168d8a4a0ca7,1356999001825,8.136,-8.005
324,572513f9ceda168d8a4a0ca8,1356999002331,11.503,-6.214
325,572513f9ceda168d8a4a0ca9,1356999002835,8.744,-8.849
326,572513f9ceda168d8a4a0caa,1356999003341,5.45,-8.613
327,572513f9ceda168d8a4a0cab,1356999003847,9.198,-5.991
328,572513f9ceda168d8a4a0cac,1356999004351,10.259,-6.423
329,572513f9ceda168d8a4a0cad,1356999004856,9.25,-8.405
330,572513f9ceda168d8a4a0cae,1356999005360,7.89,-8.512
331,572513f9ceda168d8a4a0caf,1356999005866,7.078,-8.013
332,572513f9ceda168d8a4a0cb0,1356999006372,5.768,-6.271
333,572513f9ceda168d8a4a0cb1,1356999006878,7.759,-9.583
334,572513f9ceda168d8a4a0cb2,1356999007384,5.662,-8.036
335,572513f9ceda168d8a4a0cb3,1356999007890,13.972,-5.989
336,572513f9ceda168d8a4a0cb4,1356999008396,8.747,-9.713
337,572513f9ceda168d8a4a0cb5,1356999008902,8.151,-8.612
338,572513f9ceda168d8a4a0cb6,1356999009409,7.588,-8.818
339,572513f9ceda168d8a4a0cb7,1356999009919,8.632,-8.69
340,572513f9ceda168d8a4a0cb8,1356999010425,8.46,-8.722
341,572513f9ceda168d8a4a0cb9,1356999010929,8.664,-9.043
342,572513f9ceda168d8a4a0cba,1356999011435,8.25,-8.933
343,572513f9ceda168d8a4a0cbb,1356999011940,8.484,-8.657
344,572513f9ceda168d8a4a0cbc,1356999012446,7.831,-8.473
345,572513f9ceda168d8a4a0cbd,1356999012956,6.299,-8.371
346,572513f9ceda168d8a4a0cbe,1356999013462,6.835,-5.729
347,572513f9ceda168d8a4a0cbf,1356999013968,6.221,5.732
348,572513f9ceda168d8a4a0cc0,1356999014474,-17.653,-10.546
349,572513f9ceda168d8a4a0cc1,1356999014978,11.188,2.014
350,572513f9ceda168d8a4a0cc2,1356999015482,6.548,1.828
351,572513f9ceda168d8a4a0cc3,1356999015988,7.268,-1.736
352,572513f9ceda168d8a4a0cc4,1356999016494,7.869,-3.595
353,572513f9ceda168d8a4a0cc5,1356999016998,7.638,-4.055
354,572513f9ceda168d8a4a0cc6,1356999017504,7.743,-4.775
355,572513f9ceda168d8a4a0cc7,1356999018009,8.092,-5.065
356,572513f9ceda168d8a4a0cc8,1356999018515,7.843,-5.359
357,572513f9ceda168d8a4a0cc9,1356999019019,8.037,-5.545
358,572513f9ceda168d8a4a0cca,1356999019525,8.204,-5.396
359,572513f9ceda168d8a4a0ccb,1356999020029,8.42,-5.521
360,572513f9ceda168d8a4a0ccc,1356999020535,8.465,-5.7
361,572513f9ceda168d8a4a0ccd,1356999021042,8.693,-5.701
362,572513f9ceda168d8a4a0cce,1356999021546,8.578,-5.649
363,572513f9ceda168d8a4a0ccf,1356999022052,8.08,-5.826
364,572513f9ceda168d8a4a0cd0,1356999022558,8.439,-5.74
365,572513f9ceda168d8a4a0cd1,1356999023064,8.166,-5.765
366,572513f9ceda168d8a4a0cd2,1356999023570,8.161,-5.775
367,572513f9ceda168d8a4a0cd3,1356999024076,8.433,-6.073
368,572513f9ceda168d8a4a0cd4,1356999024582,8.345,-5.736
369,572513f9ceda168d8a4a0cd5,1356999025088,8.147,-6.026
370,572513f9ceda168d8a4a0cd6,1356999025595,8.603,-6.153
371,572513f9ceda168d8a4a0cd7,1356999026099,8.103,-6.004
372,572513f9ceda168d8a4a0cd8,1356999026603,8.121,-5.646
373,572513f9ceda168d8a4a0cd9,1356999027110,8.007,-5.829
374,572513f9ceda168d8a4a0cda,1356999027617,8.324,-5.999
375,572513f9ceda168d8a4a0cdb,1356999028123,8.25,-5.986
376,572513f9ceda168d8a4a0cdc,1356999028629,8.268,-6.231
377,572513f9ceda168d8a4a0cdd,1356999029134,8.24,-6.265
378,572513f9ceda168d8a4a0cde,1356999029640,7.94,-5.847
379,572513f9ceda168d8a4a0cdf,1356999030147,9.199,-6.157
380,572513f9ceda168d8a4a0ce0,1356999030651,8.691,-6.269
381,572513f9ceda168d8a4a0ce1,1356999031156,8.034,-5.912
382,572513f9ceda168d8a4a0ce2,1356999031660,8.35,-6.106
383,572513f9ceda168d8a4a0ce3,1356999032166,8.537,-5.92
384,572513f9ceda168d8a4a0ce4,1356999032672,8.384,-6.151
385,572513f9ceda168d8a4a0ce5,1356999033178,8.261,-5.846
386,572513f9ceda168d8a4a0ce6,1356999033683,8.345,-6.235
387,572513f9ceda168d8a4a0ce7,1356999034187,8.333,-6.222
388,572513f9ceda168d8a4a0ce8,1356999034693,8.095,-6.177
389,572513f9ceda168d8a4a0ce9,1356999035200,8.421,-5.856
390,572513f9ceda168d8a4a0cea,1356999035704,8.592,-6.157
391,572513f9ceda168d8a4a0ceb,1356999036210,8.152,-6.384
392,572513f9ceda168d8a4a0cec,1356999036716,8.45,-5.992
393,572513f9ceda168d8a4a0ced,1356999037222,8.279,-6.106
394,572513f9ceda168d8a4a0cee,1356999037726,7.838,-5.656
395,572513f9ceda168d8a4a0cef,1356999038231,8.346,-6.296
396,572513f9ceda168d8a4a0cf0,1356999038736,8.246,-6.482
397,572513f9ceda168d8a4a0cf1,1356999039240,8.329,-6.262
398,572513f9ceda168d8a4a0cf2,1356999039747,9.121,-5.933
399,572513f9ceda168d8a4a0cf3,1356999040251,8.544,-6.178
400,572513f9ceda168d8a4a0cf4,1356999040755,9.149,-6.166
401,572513f9ceda168d8a4a0cf5,1356999041260,8.41,-5.97
402,572513f9ceda168d8a4a0cf6,1356999041765,9.095,-5.696
403,572513f9ceda168d8a4a0cf7,1356999042270,8.716,-6.106
